  0.0,-3187783.726, 3961039.721, 3839511.775
  0.1,-3187783.726, 3961039.721, 3839511.775
  0.2,-3187783.726, 3961039.721, 3839511.775
  0.3,-3187783.726, 3961039.721, 3839511.775
  0.4,-3187783.726, 3961039.721, 3839511.775
  0.5,-3187783.726, 3961039.721, 3839511.775
  0.6,-3187783.726, 3961039.721, 3839511.775
  0.7,-3187783.726, 3961039.721, 3839511.775
  0.8,-3187783.726, 3961039.721, 3839511.775
  0.9,-3187783.726, 3961039.721, 3839511.775
  1.0,-3187783.726, 3961039.721, 3839511.775
  1.1,-3187783.726, 3961039.721, 3839511.775
  1.2,-3187783.726, 3961039.721, 3839511.775
  1.3,-3187783.726, 3961039.721, 3839511.775
  1.4,-3187783.726, 3961039.721, 3839511.775
  1.5,-3187783.726, 3961039.721, 3839511.775
  1.6,-3187783.726, 3961039.721, 3839511.775
  1.7,-3187783.726, 3961039.721, 3839511.775
  1.8,-3187783.726, 3961039.721, 3839511.775
  1.9,-3187783.726, 3961039.721, 3839511.775
  2.0,-3187783.726, 3961039.721, 3839511.775
  2.1,-3187783.726, 3961039.721, 3839511.775
  2.2,-3187783.726, 3961039.721, 3839511.775
  2.3,-3187783.726, 3961039.721, 3839511.775
  2.4,-3187783.726, 3961039.721, 3839511.775
  2.5,-3187783.726, 3961039.721, 3839511.775
  2.6,-3187783.726, 3961039.721, 3839511.775
  2.7,-3187783.726, 3961039.721, 3839511.775
  2.8,-3187783.726, 3961039.721, 3839511.775
  2.9,-3187783.726, 3961039.721, 3839511.775
  3.0,-3187783.726, 3961039.721, 3839511.775
  3.1,-3187783.726, 3961039.721, 3839511.775
  3.2,-3187783.726, 3961039.721, 3839511.775
  3.3,-3187783.726, 3961039.721, 3839511.775
  3.4,-3187783.726, 3961039.721, 3839511.775
  3.5,-3187783.726, 3961039.721, 3839511.775
  3.6,-3187783.726, 3961039.721, 3839511.775
  3.7,-3187783.726, 3961039.721, 3839511.775
  3.8,-3187783.726, 3961039.721, 3839511.775
  3.9,-3187783.726, 3961039.721, 3839511.775
  4.0,-3187783.726, 3961039.721, 3839511.775
  4.1,-3187783.726, 3961039.721, 3839511.775
  4.2,-3187783.726, 3961039.721, 3839511.775
  4.3,-3187783.726, 3961039.721, 3839511.775
  4.4,-3187783.726, 3961039.721, 3839511.775
  4.5,-3187783.726, 3961039.721, 3839511.775
  4.6,-3187783.726, 3961039.721, 3839511.775
  4.7,-3187783.726, 3961039.721, 3839511.775
  4.8,-3187783.726, 3961039.721, 3839511.775
  4.9,-3187783.726, 3961039.721, 3839511.775
  5.0,-3187783.726, 3961039.721, 3839511.775
  5.1,-3187783.726, 3961039.721, 3839511.775
  5.2,-3187783.726, 3961039.721, 3839511.775
  5.3,-3187783.726, 3961039.721, 3839511.775
  5.4,-3187783.726, 3961039.721, 3839511.775
  5.5,-3187783.726, 3961039.721, 3839511.775
  5.6,-3187783.726, 3961039.721, 3839511.775
  5.7,-3187783.726, 3961039.721, 3839511.775
  5.8,-3187783.726, 3961039.721, 3839511.775
  5.9,-3187783.726, 3961039.721, 3839511.775
  6.0,-3187783.726, 3961039.721, 3839511.775
  6.1,-3187783.726, 3961039.721, 3839511.775
  6.2,-3187783.726, 3961039.721, 3839511.775
  6.3,-3187783.726, 3961039.721, 3839511.775
  6.4,-3187783.726, 3961039.721, 3839511.775
  6.5,-3187783.726, 3961039.721, 3839511.775
  6.6,-3187783.726, 3961039.721, 3839511.775
  6.7,-3187783.726, 3961039.721, 3839511.775
  6.8,-3187783.726, 3961039.721, 3839511.775
  6.9,-3187783.726, 3961039.721, 3839511.775
  7.0,-3187783.726, 3961039.721, 3839511.775
  7.1,-3187783.726, 3961039.721, 3839511.775
  7.2,-3187783.726, 3961039.721, 3839511.775
  7.3,-3187783.726, 3961039.721, 3839511.775
  7.4,-3187783.726, 3961039.721, 3839511.775
  7.5,-3187783.726, 3961039.721, 3839511.775
  7.6,-3187783.726, 3961039.721, 3839511.775
  7.7,-3187783.726, 3961039.721, 3839511.775
  7.8,-3187783.726, 3961039.721, 3839511.775
  7.9,-3187783.726, 3961039.721, 3839511.775
  8.0,-3187783.726, 3961039.721, 3839511.775
  8.1,-3187783.726, 3961039.721, 3839511.775
  8.2,-3187783.726, 3961039.721, 3839511.775
  8.3,-3187783.726, 3961039.721, 3839511.775
  8.4,-3187783.726, 3961039.721, 3839511.775
  8.5,-3187783.726, 3961039.721, 3839511.775
  8.6,-3187783.726, 3961039.721, 3839511.775
  8.7,-3187783.726, 3961039.721, 3839511.775
  8.8,-3187783.726, 3961039.721, 3839511.775
  8.9,-3187783.726, 3961039.721, 3839511.775
  9.0,-3187783.726, 3961039.721, 3839511.775
  9.1,-3187783.726, 3961039.721, 3839511.775
  9.2,-3187783.726, 3961039.721, 3839511.775
  9.3,-3187783.726, 3961039.721, 3839511.775
  9.4,-3187783.726, 3961039.721, 3839511.775
  9.5,-3187783.726, 3961039.721, 3839511.775
  9.6,-3187783.726, 3961039.721, 3839511.775
  9.7,-3187783.726, 3961039.721, 3839511.775
  9.8,-3187783.726, 3961039.721, 3839511.775
  9.9,-3187783.726, 3961039.721, 3839511.775
 10.0,-3187783.726, 3961039.721, 3839511.775
 10.1,-3187783.726, 3961039.721, 3839511.775
 10.2,-3187783.726, 3961039.721, 3839511.775
 10.3,-3187783.726, 3961039.721, 3839511.775
 10.4,-3187783.726, 3961039.721, 3839511.775
 10.5,-3187783.726, 3961039.721, 3839511.775
 10.6,-3187783.726, 3961039.721, 3839511.775
 10.7,-3187783.726, 3961039.721, 3839511.775
 10.8,-3187783.726, 3961039.721, 3839511.775
 10.9,-3187783.726, 3961039.721, 3839511.775
 11.0,-3187783.726, 3961039.721, 3839511.775
 11.1,-3187783.726, 3961039.721, 3839511.775
 11.2,-3187783.726, 3961039.721, 3839511.775
 11.3,-3187783.726, 3961039.721, 3839511.775
 11.4,-3187783.726, 3961039.721, 3839511.775
 11.5,-3187783.726, 3961039.721, 3839511.775
 11.6,-3187783.726, 3961039.721, 3839511.775
 11.7,-3187783.726, 3961039.721, 3839511.775
 11.8,-3187783.726, 3961039.721, 3839511.775
 11.9,-3187783.726, 3961039.721, 3839511.775
 12.0,-3187783.726, 3961039.721, 3839511.775
 12.1,-3187783.726, 3961039.721, 3839511.775
 12.2,-3187783.726, 3961039.721, 3839511.775
 12.3,-3187783.726, 3961039.721, 3839511.775
 12.4,-3187783.726, 3961039.721, 3839511.775
 12.5,-3187783.726, 3961039.721, 3839511.775
 12.6,-3187783.726, 3961039.721, 3839511.775
 12.7,-3187783.726, 3961039.721, 3839511.775
 12.8,-3187783.726, 3961039.721, 3839511.775
 12.9,-3187783.726, 3961039.721, 3839511.775
 13.0,-3187783.726, 3961039.721, 3839511.775
 13.1,-3187783.726, 3961039.721, 3839511.775
 13.2,-3187783.726, 3961039.721, 3839511.775
 13.3,-3187783.726, 3961039.721, 3839511.775
 13.4,-3187783.726, 3961039.721, 3839511.775
 13.5,-3187783.726, 3961039.721, 3839511.775
 13.6,-3187783.726, 3961039.721, 3839511.775
 13.7,-3187783.726, 3961039.721, 3839511.775
 13.8,-3187783.726, 3961039.721, 3839511.775
